time [second], temperature [kelvin], volume [meter ** 3], R_i [1 / meter], R_r [1 / meter], R_t [1 / meter], v_sg [meter / second], alpha_c [meter / kilogram], m_rback [kilogram / meter ** 2 / second], tau_w [kilogram / meter / second ** 2], in_S_I [kilogram / meter ** 3], in_S_S [kilogram / meter ** 3], in_X_I [kilogram / meter ** 3], in_X_S [kilogram / meter ** 3], in_X_H [kilogram / meter ** 3], in_X_EPS [kilogram / meter ** 3], in_S_UAP [kilogram / meter ** 3], in_S_BAP [kilogram / meter ** 3], in_X_A [kilogram / meter ** 3], in_X_P [kilogram / meter ** 3], in_S_O [kilogram / meter ** 3], in_S_NO [kilogram / meter ** 3], in_S_N2 [kilogram / meter ** 3], in_S_NH [kilogram / meter ** 3], in_S_ND [kilogram / meter ** 3], in_X_ND [kilogram / meter ** 3], in_S_ALK [kilogram / meter ** 3], in_X_MLSS [kilogram / meter ** 3], S_I [kilogram / meter ** 3], S_S [kilogram / meter ** 3], X_I [kilogram / meter ** 3], X_S [kilogram / meter ** 3], X_H [kilogram / meter ** 3], X_EPS [kilogram / meter ** 3], S_UAP [kilogram / meter ** 3], S_BAP [kilogram / meter ** 3], X_A [kilogram / meter ** 3], X_P [kilogram / meter ** 3], S_O [kilogram / meter ** 3], S_NO [kilogram / meter ** 3], S_N2 [kilogram / meter ** 3], S_NH [kilogram / meter ** 3], S_ND [kilogram / meter ** 3], X_ND [kilogram / meter ** 3], S_ALK [kilogram / meter ** 3], X_MLSS [kilogram / meter ** 3], Q_in [meter ** 3 / second], Q_min [meter ** 3 / second], Q_max [meter ** 3 / second], Q_out [meter ** 3 / second], X_TSS [kilogram / meter ** 3], 
18900, 293.15, 1500.0, 6538193628.060945, -0.6046206778051508, 3006538193627.4565, 0.01, 1.12, 7.127377667350254e-05, 0.12381580137378981, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05837710559647626, 0.0512, 0.19610263217031845, 0.03558532032068294, 0.0025792326850940066, 0.0017165120684414063, 0.02086898960512198, 0.0, 0.00012894514328731676, 0.022682469698636007, 0.0, 0.0, 0.03187212281502209, 0.006025463716882238, 0.009105071675133731, 0.4271377408143498, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21419709773953705, 
19800, 293.15, 1500.0, 6857614107.233153, -0.6348517116954083, 3006857614106.598, 0.01, 1.12, 7.127377667350254e-05, 0.12381594324231257, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05822281374963727, 0.0512, 0.19600347011109112, 0.03571495859063604, 0.0025961859655130233, 0.0017406381131600636, 0.02086690967950872, 0.0, 0.0001308130819462312, 0.02281553149780226, 0.0, 0.0, 0.03187276103572721, 0.006016246367962114, 0.009100791202068017, 0.4271377540648878, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2142340708118898, 
20700, 293.15, 1500.0, 7177314491.136757, -0.6650827455856658, 3007177314490.4717, 0.01, 1.12, 7.127377667350254e-05, 0.12381606971775472, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05808424946196347, 0.0512, 0.19591371659260445, 0.0358316884558186, 0.0026114623866689097, 0.0017623303742342294, 0.02086502816948217, 0.0, 0.00013250871834377353, 0.022929065674088478, 0.0, 0.0, 0.03187327480982372, 0.00600802270340926, 0.009096916554499268, 0.4271377615626496, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21426703211507683, 
21600, 293.15, 1500.0, 7497266383.724944, -0.6953137794759233, 3007497266383.03, 0.01, 1.12, 7.127377667350254e-05, 0.12381618246851772, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.057959817174877255, 0.0512, 0.19583249739347247, 0.035936784235392066, 0.0026252262377984975, 0.0017818330019455067, 0.020863326512521877, 0.0, 0.00013404745497340274, 0.023025826660731115, 0.0, 0.0, 0.031873685917922015, 0.0060006833766335045, 0.009093410055506882, 0.42713776456361674, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21429641649122733, 
22500, 293.15, 1500.0, 7817444258.744876, -0.7255448133661808, 3007817444258.0195, 0.01, 1.12, 7.127377667350254e-05, 0.12381628298469965, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05784808091336445, 0.0512, 0.19575901713924557, 0.036031396568497256, 0.0026376259875458764, 0.0017993659848551341, 0.020861787834796478, 0.0, 0.00013544337967488635, 0.023108189969767712, 0.0, 0.0, 0.03187401258273752, 0.005994131288445895, 0.009090237423682226, 0.42713776409763743, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2143226123062227, 
23400, 293.15, 1500.0, 8137825172.881505, -0.7557758472564383, 3008137825172.1255, 0.01, 1.12, 7.127377667350254e-05, 0.12381637259640235, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.0577477488739868, 0.0512, 0.19569255250030737, 0.03611656400259163, 0.0026487957570879885, 0.0018151274673603465, 0.02086039680388662, 0.0, 0.00013670937013945546, 0.023178203479494428, 0.0, 0.0, 0.03187427001754621, 0.005988280206372974, 0.00908736748029463, 0.4271377610050878, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21434596622259483, 
24300, 293.15, 1500.0, 8458388506.81707, -0.7860068811466958, 3008458388506.031, 0.01, 1.12, 7.127377667350254e-05, 0.1238164524903366, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.0576576593796601, 0.0512, 0.19563244593507195, 0.03619322357934494, 0.002658856665689249, 0.0018292958607877266, 0.02085913949347262, 0.0, 0.00013785719101520736, 0.023237631851132035, 0.0, 0.0, 0.03187447089524819, 0.005983053536564927, 0.009084771879954514, 0.42713775596807146, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21436678752834104, 
25200, 293.15, 1500.0, 8779115731.657679, -0.8162379150369533, 3008779115730.8413, 0.01, 1.12, 7.127377667350254e-05, 0.12381652372484292, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.057576768106586095, 0.0512, 0.195578099941023, 0.036262220487330216, 0.0026679180577966867, 0.0018420317629749801, 0.020858003259153098, 0.0, 0.00013889758404273314, 0.023287994989989246, 0.0, 0.0, 0.03187462574858798, 0.0059783832327156465, 0.009082424863153984, 0.4271377495368949, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21438535205264442, 
26100, 293.15, 1500.0, 9099990198.374338, -0.8464689489272108, 3009099990197.528, 0.01, 1.12, 7.127377667350254e-05, 0.12381658724344807, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.057504136489083084, 0.0512, 0.19552897177748835, 0.036324316850006436, 0.0026760786205677406, 0.0018534797010131112, 0.020856976624591034, 0.0, 0.00013984035163163856, 0.023330601344625557, 0.0, 0.0, 0.03187474331086706, 0.005974208827646498, 0.009080303029123746, 0.42713774215247485, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21440190569977063, 
27000, 293.15, 1500.0, 9420996948.09509, -0.8766999828174683, 3009420996947.2188, 0.01, 1.12, 7.127377667350254e-05, 0.12381664388707558, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.0574389212102614, 0.0512, 0.19548456862569746, 0.03638019971555314, 0.0026834274003881393, 0.0018637697113128779, 0.020856049177220712, 0.0, 0.000140694434271411, 0.023366576732007694, 0.0, 0.0, 0.031874830805372, 0.0059704765744350565, 0.00907838512751742, 0.4271377341652483, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21441666763193262, 
27900, 293.15, 1500.0, 9742122541.265469, -0.9069310167077258, 3009742122540.359, 0.01, 1.12, 7.127377667350254e-05, 0.12381669440502427, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.0573803646899622, 0.0512, 0.19544444315347945, 0.03643048831238573, 0.0026900447265282095, 0.0018730187705014141, 0.020855211472790017, 0.0, 0.0001414679821540735, 0.023396889285216618, 0.0, 0.0, 0.031874894190729454, 0.005967138685165789, 0.009076651867513507, 0.42713772585108944, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2144298331309106, 
28800, 293.15, 1500.0, 10063354903.865068, -0.9371620505979833, 3010063354902.928, 0.01, 1.12, 7.127377667350254e-05, 0.12381673946482266, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05732778648569196, 0.0512, 0.19540818945384286, 0.03647574063093931, 0.002696003049632327, 0.00188133208990456, 0.020854454948055014, 0.0, 0.00014216842137069398, 0.02342237104099694, 0.0, 0.0, 0.03187493836848536, 0.00596415265652155, 0.009075085743007394, 0.42713771742467005, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21444157616683887, 
29700, 293.15, 1500.0, 10384683189.027903, -0.9673930844882408, 3010384683188.0605, 0.01, 1.12, 7.127377667350254e-05, 0.12381677966106477, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05728057552711838, 0.0512, 0.19537543932856177, 0.036516459388772876, 0.00270136770225958, 0.0018888042855699737, 0.02085377184098645, 0.0, 0.00014280251502874264, 0.02344373661571488, 0.0, 0.0, 0.03187496735838587, 0.005961480672509344, 0.009073670872648133, 0.42713770905064474, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21445205170096723, 
30600, 293.15, 1500.0, 10706097652.563078, -0.9976241183784983, 3010706097651.5654, 0.01, 1.12, 7.127377667350254e-05, 0.12381681552331947, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.057238183109802464, 0.0512, 0.19534585888975153, 0.03655309743236775, 0.0027061975882098437, 0.0018955204349663448, 0.020853155117889915, 0.0, 0.00014337641962231592, 0.023461599358693793, 0.0, 0.0, 0.03187498444610761, 0.005959089075613334, 0.009072392853555494, 0.4271377008529869, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21446139774746353, 
31500, 293.15, 1500.0, 11027589541.010221, -1.0278551522687558, 3011027589539.9824, 0.01, 1.12, 7.127377667350254e-05, 0.12381684752320629, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05720011657904746, 0.0512, 0.19531914545421908, 0.036586062625287095, 0.002710545806889604, 0.0019015570306772794, 0.020852598406882143, 0.0, 0.00014389573697229125, 0.02347648532020997, 0.0, 0.0, 0.031874992307538375, 0.005956947898588997, 0.009071238627631196, 0.42713769292276044, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21446973721752607, 
32400, 293.15, 1500.0, 11349150990.991337, -1.0580861861590134, 3011349150989.933, 0.01, 1.12, 7.127377667350254e-05, 0.12381687608071787, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05716593363991456, 0.0512, 0.19529502470710497, 0.03661572226870887, 0.002714460218504171, 0.0019069828406105354, 0.02085209593720512, 0.0, 0.0001443655620385223, 0.023488845326602125, 0.0, 0.0, 0.031874993113140314, 0.005955030449954214, 0.00907019635945334, 0.4271376853245696, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2144771795672674, 
33300, 293.15, 1500.0, 11670774938.737564, -1.088317220049271, 3011670774937.6494, 0.01, 1.12, 7.127377667350254e-05, 0.12381690156986547, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05713523723449474, 0.0512, 0.19527324811298866, 0.036642407096799584, 0.0027179839554127925, 0.0019118596834752177, 0.020851642483897034, 0.0, 0.0001447905268912576, 0.023499065416063905, 0.0, 0.0, 0.031874988615429055, 0.005953312946997742, 0.009069255324814675, 0.42713767810189446, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21448382226906926, 
34200, 293.15, 1500.0, 11992455038.776438, -1.1185482539395286, 3011992455037.6577, 0.01, 1.12, 7.127377667350254e-05, 0.1238169243237155, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.057107670932366926, 0.0512, 0.19525359055419947, 0.03666641488599853, 0.00272115588455451, 0.0019162431275485756, 0.020851233317374453, 0.0, 0.00014517484111411787, 0.023507475854960293, 0.0, 0.0, 0.03187498022216707, 0.005951774190816275, 0.00906840580903334, 0.42713767128149016, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21448975212439997, 
35100, 293.15, 1500.0, 12314185590.86293, -1.1487792878297862, 3012314185589.714, 0.01, 1.12, 7.127377667350254e-05, 0.12381694463888163, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05708291478477348, 0.0512, 0.1952358481775604, 0.03668801371405975, 0.002724011025447464, 0.0019201831200646345, 0.020850864157513666, 0.0, 0.0001455223288962686, 0.023514358925251402, 0.0, 0.0, 0.031874969057491764, 0.005950395278512435, 0.009067639014228763, 0.4271376648770011, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2144950464344729, 
36000, 293.15, 1500.0, 12635961474.326746, -1.1790103217200438, 3012635961473.1475, 0.01, 1.12, 7.127377667350254e-05, 0.12381696277952808, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05706068159737564, 0.0512, 0.19521983643219387, 0.03670744490166315, 0.002726580927884132, 0.0019237245539114487, 0.020850531131850317, 0.0, 0.0001458364630569418, 0.02351995564822865, 0.0, 0.0, 0.031874956012871686, 0.005949159348242489, 0.009066946974815854, 0.42713765889191835, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2144997740435986, 
36900, 293.15, 1500.0, 12957778089.08929, -1.2092413556103014, 3012957778087.88, 0.01, 1.12, 7.127377667350254e-05, 0.12381697898093558, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.057040713580501064, 0.0512, 0.1952053882823315, 0.03672492566656787, 0.0027288940130899882, 0.0019269077777230956, 0.020850230737546268, 0.0, 0.00014612039623126526, 0.023524471587754142, 0.0, 0.0, 0.03187494178950156, 0.005948051353299458, 0.009066322480527337, 0.4271376533219894, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21450399626866545, 
37800, 293.15, 1500.0, 13279631302.677345, -1.239472389500559, 3013279631301.438, 0.01, 1.12, 7.127377667350254e-05, 0.12381699345267769, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05702277933955827, 0.0512, 0.19519235258030698, 0.03674065151763832, 0.002730975881783184, 0.001929769054896309, 0.020849959806799864, 0.0, 0.0001463769894325151, 0.023528081857098888, 0.0, 0.0, 0.03187492693350426, 0.005947057861859681, 0.009065759006327086, 0.4271376481571716, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21450776772687077, 
38700, 293.15, 1500.0, 13601517402.627123, -1.2697034233908167, 3013601517401.3574, 0.01, 1.12, 7.127377667350254e-05, 0.12381700638144835, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05700667117177041, 0.0512, 0.19518059258606216, 0.036754798413625805, 0.002732849592267451, 0.0019323409765487954, 0.020849715475401702, 0.0, 0.00014660883819247068, 0.023530935436912866, 0.0, 0.0, 0.03187491186509921, 0.005946166879414046, 0.00906525064862708, 0.4271376433832081, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2145111370726109, 
39600, 293.15, 1500.0, 13923433053.732754, -1.2999344572810743, 3013923433052.433, 0.01, 1.12, 7.127377667350254e-05, 0.12381701793357788, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05699220263858254, 0.0512, 0.1951699846205755, 0.0367675247093292, 0.0027345359114086527, 0.0019346528329650446, 0.020849495154161964, 0.0, 0.00014681829646857376, 0.023533158897494574, 0.0, 0.0, 0.03187489690271827, 0.005945367691253639, 0.009064792067266812, 0.42713763898288987, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21451414765333646, 
40500, 293.15, 1500.0, 14245375259.647825, -1.3301654911713319, 3014245375258.318, 0.01, 1.12, 7.127377667350254e-05, 0.12381702825727292, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05697920638603221, 0.0512, 0.1951604168416253, 0.03677897290967941, 0.002736053541086151, 0.0019367309476438185, 0.020849296502957505, 0.0, 0.0001470074984941081, 0.02353485960606898, 0.0, 0.0, 0.03187488228289776, 0.005944650722688187, 0.009064378432757203, 0.4271376349370603, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21451683809316377, 
41400, 293.15, 1500.0, 14567341328.397871, -1.3603965250615895, 3014567341327.0376, 0.01, 1.12, 7.127377667350254e-05, 0.12381703748460832, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05696753218805725, 0.0512, 0.19515178813123488, 0.0367892712503852, 0.00273741932247219, 0.001938598977667134, 0.02084911740716774, 0.0, 0.00014717837873565897, 0.023536128488978215, 0.0, 0.0, 0.03187486817664553, 0.00594400741494852, 0.009064005378331153, 0.4271376312254073, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21451924281212092, 
42300, 293.15, 1500.0, 14889328841.406218, -1.390627558951847, 3014889328840.0156, 0.01, 1.12, 7.127377667350254e-05, 0.12381704573329985, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05695704519016187, 0.0512, 0.19514400708501273, 0.03679853512203192, 0.0027386484202745723, 0.0019402781837511104, 0.020848955956287423, 0.0, 0.00014733269011069864, 0.023537042409320356, 0.0, 0.0, 0.031874854702871276, 0.005943430114965302, 0.009063668956380154, 0.42713762782708126, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21452139248807242, 
43200, 293.15, 1500.0, 15211335625.675686, -1.4208585928421047, 3015211335624.255, 0.01, 1.12, 7.127377667350254e-05, 0.12381705310828078, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.0569476243330882, 0.0512, 0.19513699109440907, 0.03680686835292993, 0.002739754488878644, 0.0019417876730119844, 0.020848810424522184, 0.0, 0.00014747202060729232, 0.023537666212448058, 0.0, 0.0, 0.03187484193937482, 0.005942911977428905, 0.0090633655988909, 0.42713762472117117, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21452331446761871, 
44100, 293.15, 1500.0, 15533359728.804813, -1.4510896267323623, 3015533359727.3535, 0.01, 1.12, 7.127377667350254e-05, 0.12381705970310439, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05693916093816117, 0.0512, 0.19513066551365096, 0.03681436436455523, 0.002740749822142774, 0.0019431446171835917, 0.020848679253189093, 0.0, 0.0001475978084376331, 0.023538054484695908, 0.0, 0.0, 0.031874829931807305, 0.0059424468777228975, 0.009063092081527935, 0.427137621887066, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21452503313158997, 
45000, 293.15, 1500.0, 15855399396.549807, -1.48132066062262, 3015855399395.0684, 0.01, 1.12, 7.127377667350254e-05, 0.12381706560119121, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.056931557437806035, 0.0512, 0.19512496290381232, 0.036821107212100815, 0.0027416454884357597, 0.0019443644487532109, 0.02084856103475959, 0.0, 0.0001477113558473938, 0.02353825306460009, 0.0, 0.0, 0.03187481870095328, 0.005942029334488899, 0.009062845491037842, 0.42713761930472205, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21452657022014726, 
45900, 293.15, 1500.0, 16177453052.672758, -1.5115516945128775, 3016177453051.161, 0.01, 1.12, 7.127377667350254e-05, 0.12381707087693883, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05692472623639494, 0.0512, 0.1951198223471087, 0.036827172521453344, 0.002742451452353743, 0.0019454610372386858, 0.020848454498396146, 0.0, 0.00014781384169372606, 0.023538300340582363, 0.0, 0.0, 0.03187480824862456, 0.0059416544407261875, 0.009062623195677981, 0.42713761695485597, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.21452794512195714, 
46800, 293.15, 1500.0, 16499519280.843, -1.5417827284031351, 3016499519279.301, 0.01, 1.12, 7.127377667350254e-05, 0.12381707559670879, 0.009000000000000001, 0.0695, 0.0512, 0.20232, 0.026760000000000003, 0.00141, 0.0, 0.021, 0.0, 0.0, 0.03, 0.0, 0.0, 0.03156, 0.0069500000000000004, 0.00937, 0.42711760000000004, 13.4, 0.009000000000000001, 0.05691858868807625, 0.0512, 0.19511518882509793, 0.03683262833281652, 0.0027431766844170174, 0.0019464468476089935, 0.020848358496846853, 0.0, 0.00014790633289612812, 0.023538228364484045, 0.0, 0.0, 0.031874798562409136, 0.005941317802457813, 0.009062422818397897, 0.42713761481907775, 13.4, 0.2134991898148148, 0.11574074074074071, 0.3724537037037036, 0.2134991898148148, 0.2145291751314207, 
